Connecting to host 10.0.0.1, port 5566
[ 24] local 10.0.0.3 port 49710 connected to 10.0.0.1 port 5566
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[ 24]  26.11-26.21  sec  83.8 MBytes  6.72 Gbits/sec    0   8.26 MBytes       
[ 24]  26.21-26.31  sec   158 MBytes  13.3 Gbits/sec    0   8.26 MBytes       
[ 24]  26.31-26.40  sec   132 MBytes  12.8 Gbits/sec    0   8.26 MBytes       
[ 24]  26.40-26.50  sec  76.2 MBytes  6.40 Gbits/sec    0   8.26 MBytes       
[ 24]  26.50-26.60  sec  72.5 MBytes  6.07 Gbits/sec    0   8.26 MBytes       
[ 24]  26.60-26.70  sec   118 MBytes  9.87 Gbits/sec    0   8.26 MBytes       
[ 24]  26.70-26.83  sec  31.2 MBytes  1.96 Gbits/sec    0   8.26 MBytes       
[ 24]  26.83-26.90  sec  5.00 MBytes   614 Mbits/sec    0   8.26 MBytes       
[ 24]  26.90-27.01  sec  10.0 MBytes   808 Mbits/sec    0   8.26 MBytes       
[ 24]  27.01-27.10  sec  17.5 MBytes  1.55 Gbits/sec    0   8.26 MBytes       
[ 24]  27.10-27.20  sec  67.5 MBytes  5.64 Gbits/sec    0   8.26 MBytes       
[ 24]  27.20-27.30  sec  31.2 MBytes  2.56 Gbits/sec    0   8.26 MBytes       
